,00_type_model,0_auc,0_precision,0_recall,1_normalisation,1_SMOT,1_fold,2_solver,3_activation,3_hiddenlayer,3_alpha,4_beta1ADAM,4_beta2ADAM,4_epsilonADAM
0,MLP_Classifier,0.5067,0.0767,0.5607,YES,YES,3,adam,logistic,10,0.1,0.9,0.999,1e-08
0,MLP_Classifier,0.5153,0.0738,0.58,YES,YES,4,adam,logistic,10,0.1,0.9,0.999,1e-08
0,MLP_Classifier,0.5466,0.0645,0.675,YES,YES,1,adam,logistic,10,0.1,0.9,0.999,1e-10
0,MLP_Classifier,0.5017,0.0649,0.5761,YES,YES,2,adam,logistic,10,0.1,0.9,0.999,1e-10
0,MLP_Classifier,0.5067,0.0767,0.5607,YES,YES,3,adam,logistic,10,0.1,0.9,0.999,1e-10
0,MLP_Classifier,0.5153,0.0738,0.58,YES,YES,4,adam,logistic,10,0.1,0.9,0.999,1e-10
0,MLP_Classifier,0.5452,0.0642,0.675,YES,YES,1,adam,logistic,10,0.1,0.9,0.999,1e-05
0,MLP_Classifier,0.5017,0.0649,0.5761,YES,YES,2,adam,logistic,10,0.1,0.9,0.999,1e-05
0,MLP_Classifier,0.5067,0.0767,0.5607,YES,YES,3,adam,logistic,10,0.1,0.9,0.999,1e-05
0,MLP_Classifier,0.5105,0.0726,0.59,YES,YES,4,adam,logistic,10,0.1,0.9,0.999,1e-05
0,MLP_Classifier,0.5466,0.0645,0.675,YES,YES,1,adam,logistic,50,0.1,0.5,0.555,1e-08
0,MLP_Classifier,0.5017,0.0649,0.5761,YES,YES,2,adam,logistic,50,0.1,0.5,0.555,1e-08
0,MLP_Classifier,0.5086,0.0772,0.5607,YES,YES,3,adam,logistic,50,0.1,0.5,0.555,1e-08
0,MLP_Classifier,0.5082,0.0719,0.63,YES,YES,4,adam,logistic,50,0.1,0.5,0.555,1e-08
0,MLP_Classifier,0.5452,0.0642,0.675,YES,YES,1,adam,logistic,50,0.1,0.5,0.555,1e-10
0,MLP_Classifier,0.5017,0.0649,0.5761,YES,YES,2,adam,logistic,50,0.1,0.5,0.555,1e-10
0,MLP_Classifier,0.5115,0.0778,0.6075,YES,YES,3,adam,logistic,50,0.1,0.5,0.555,1e-10
0,MLP_Classifier,0.5105,0.0726,0.59,YES,YES,4,adam,logistic,50,0.1,0.5,0.555,1e-10
0,MLP_Classifier,0.5452,0.0642,0.675,YES,YES,1,adam,logistic,50,0.1,0.5,0.555,1e-05
0,MLP_Classifier,0.5017,0.0649,0.5761,YES,YES,2,adam,logistic,50,0.1,0.5,0.555,1e-05
0,MLP_Classifier,0.5067,0.0767,0.5607,YES,YES,3,adam,logistic,50,0.1,0.5,0.555,1e-05
0,MLP_Classifier,0.5105,0.0726,0.59,YES,YES,4,adam,logistic,50,0.1,0.5,0.555,1e-05
0,MLP_Classifier,0.5466,0.0645,0.675,YES,YES,1,adam,logistic,50,0.1,0.5,0.999,1e-08
0,MLP_Classifier,0.5017,0.0649,0.5761,YES,YES,2,adam,logistic,50,0.1,0.5,0.999,1e-08
0,MLP_Classifier,0.5086,0.0772,0.5607,YES,YES,3,adam,logistic,50,0.1,0.5,0.999,1e-08
0,MLP_Classifier,0.5082,0.0719,0.63,YES,YES,4,adam,logistic,50,0.1,0.5,0.999,1e-08
0,MLP_Classifier,0.5466,0.0645,0.675,YES,YES,1,adam,logistic,50,0.1,0.5,0.999,1e-10
0,MLP_Classifier,0.5017,0.0649,0.5761,YES,YES,2,adam,logistic,50,0.1,0.5,0.999,1e-10
0,MLP_Classifier,0.5115,0.0778,0.6075,YES,YES,3,adam,logistic,50,0.1,0.5,0.999,1e-10
0,MLP_Classifier,0.5105,0.0726,0.59,YES,YES,4,adam,logistic,50,0.1,0.5,0.999,1e-10
0,MLP_Classifier,0.5258,0.0605,0.675,YES,YES,1,adam,logistic,50,0.1,0.5,0.999,1e-05
0,MLP_Classifier,0.5017,0.0649,0.5761,YES,YES,2,adam,logistic,50,0.1,0.5,0.999,1e-05
0,MLP_Classifier,0.5168,0.0801,0.4953,YES,YES,3,adam,logistic,50,0.1,0.5,0.999,1e-05
0,MLP_Classifier,0.5153,0.0738,0.58,YES,YES,4,adam,logistic,50,0.1,0.5,0.999,1e-05
0,MLP_Classifier,0.5466,0.0645,0.675,YES,YES,1,adam,logistic,50,0.1,0.9,0.555,1e-08
0,MLP_Classifier,0.5017,0.0649,0.5761,YES,YES,2,adam,logistic,50,0.1,0.9,0.555,1e-08
0,MLP_Classifier,0.5074,0.0769,0.5607,YES,YES,3,adam,logistic,50,0.1,0.9,0.555,1e-08
0,MLP_Classifier,0.5178,0.0745,0.57,YES,YES,4,adam,logistic,50,0.1,0.9,0.555,1e-08
0,MLP_Classifier,0.5466,0.0645,0.675,YES,YES,1,adam,logistic,50,0.1,0.9,0.555,1e-10
0,MLP_Classifier,0.5017,0.0649,0.5761,YES,YES,2,adam,logistic,50,0.1,0.9,0.555,1e-10
0,MLP_Classifier,0.5078,0.077,0.5607,YES,YES,3,adam,logistic,50,0.1,0.9,0.555,1e-10
0,MLP_Classifier,0.5153,0.0738,0.58,YES,YES,4,adam,logistic,50,0.1,0.9,0.555,1e-10
0,MLP_Classifier,0.5497,0.0656,0.65,YES,YES,1,adam,logistic,50,0.1,0.9,0.555,1e-05
0,MLP_Classifier,0.5017,0.0649,0.5761,YES,YES,2,adam,logistic,50,0.1,0.9,0.555,1e-05
0,MLP_Classifier,0.5054,0.0763,0.6075,YES,YES,3,adam,logistic,50,0.1,0.9,0.555,1e-05
0,MLP_Classifier,0.5178,0.0745,0.57,YES,YES,4,adam,logistic,50,0.1,0.9,0.555,1e-05
0,MLP_Classifier,0.5466,0.0645,0.675,YES,YES,1,adam,logistic,50,0.1,0.9,0.999,1e-08
0,MLP_Classifier,0.4826,0.0605,0.4891,YES,YES,2,adam,logistic,50,0.1,0.9,0.999,1e-08
0,MLP_Classifier,0.509,0.0773,0.5607,YES,YES,3,adam,logistic,50,0.1,0.9,0.999,1e-08
0,MLP_Classifier,0.516,0.074,0.58,YES,YES,4,adam,logistic,50,0.1,0.9,0.999,1e-08
0,MLP_Classifier,0.5466,0.0645,0.675,YES,YES,1,adam,logistic,50,0.1,0.9,0.999,1e-10
0,MLP_Classifier,0.5017,0.0649,0.5761,YES,YES,2,adam,logistic,50,0.1,0.9,0.999,1e-10
0,MLP_Classifier,0.5115,0.0778,0.6075,YES,YES,3,adam,logistic,50,0.1,0.9,0.999,1e-10
0,MLP_Classifier,0.5153,0.0738,0.58,YES,YES,4,adam,logistic,50,0.1,0.9,0.999,1e-10
0,MLP_Classifier,0.5466,0.0645,0.675,YES,YES,1,adam,logistic,50,0.1,0.9,0.999,1e-05
0,MLP_Classifier,0.5017,0.0649,0.5761,YES,YES,2,adam,logistic,50,0.1,0.9,0.999,1e-05
0,MLP_Classifier,0.5093,0.0776,0.5327,YES,YES,3,adam,logistic,50,0.1,0.9,0.999,1e-05
0,MLP_Classifier,0.5082,0.0719,0.63,YES,YES,4,adam,logistic,50,0.1,0.9,0.999,1e-05
0,MLP_Classifier,0.4989,0.0,0.0,YES,NO,1,lbfgs,relu,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.516,0.0654,0.2125,NO,NO,1,lbfgs,relu,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5299,0.0612,0.675,YES,YES,1,lbfgs,relu,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5374,0.0628,0.6625,NO,YES,1,lbfgs,relu,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4981,0.0,0.0,YES,NO,2,lbfgs,relu,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5107,0.0714,0.2065,NO,NO,2,lbfgs,relu,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4756,0.0591,0.5,YES,YES,2,lbfgs,relu,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.544,0.073,0.7065,NO,YES,2,lbfgs,relu,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4992,0.0,0.0,YES,NO,3,lbfgs,relu,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.513,0.0894,0.1495,NO,NO,3,lbfgs,relu,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5087,0.0771,0.5981,YES,YES,3,lbfgs,relu,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5326,0.0873,0.4299,NO,YES,3,lbfgs,relu,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5,0.0,0.0,YES,NO,4,lbfgs,relu,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4856,0.0615,0.19,NO,NO,4,lbfgs,relu,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4967,0.0695,0.65,YES,YES,4,lbfgs,relu,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4863,0.0654,0.35,NO,YES,4,lbfgs,relu,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4981,0.0,0.0,YES,NO,1,lbfgs,relu,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5045,0.0584,0.2125,NO,NO,1,lbfgs,relu,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5311,0.0611,0.725,YES,YES,1,lbfgs,relu,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4632,0.0471,0.3625,NO,YES,1,lbfgs,relu,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4989,0.0,0.0,YES,NO,2,lbfgs,relu,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.503,0.0667,0.1739,NO,NO,2,lbfgs,relu,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4805,0.0603,0.5217,YES,YES,2,lbfgs,relu,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5495,0.0741,0.7174,NO,YES,2,lbfgs,relu,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4992,0.0,0.0,YES,NO,3,lbfgs,relu,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5146,0.0904,0.1589,NO,NO,3,lbfgs,relu,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5087,0.0771,0.5981,YES,YES,3,lbfgs,relu,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5322,0.0881,0.4019,NO,YES,3,lbfgs,relu,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4996,0.0,0.0,YES,NO,4,lbfgs,relu,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4892,0.064,0.21,NO,NO,4,lbfgs,relu,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4967,0.0695,0.65,YES,YES,4,lbfgs,relu,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4864,0.0656,0.36,NO,YES,4,lbfgs,relu,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5,0.0,0.0,YES,NO,1,lbfgs,identity,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4881,0.0,0.0,NO,NO,1,lbfgs,identity,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5466,0.0645,0.675,YES,YES,1,lbfgs,identity,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5247,0.0607,0.6125,NO,YES,1,lbfgs,identity,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5,0.0,0.0,YES,NO,2,lbfgs,identity,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4996,0.0,0.0,NO,NO,2,lbfgs,identity,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5017,0.0649,0.5761,YES,YES,2,lbfgs,identity,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5071,0.0659,0.6304,NO,YES,2,lbfgs,identity,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5,0.0,0.0,YES,NO,3,lbfgs,identity,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4978,0.0526,0.0093,NO,NO,3,lbfgs,identity,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5168,0.0791,0.6075,YES,YES,3,lbfgs,identity,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4972,0.0742,0.4486,NO,YES,3,lbfgs,identity,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5,0.0,0.0,YES,NO,4,lbfgs,identity,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4906,0.0,0.0,NO,NO,4,lbfgs,identity,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5156,0.0737,0.61,YES,YES,4,lbfgs,identity,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4801,0.0656,0.53,NO,YES,4,lbfgs,identity,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5,0.0,0.0,YES,NO,1,lbfgs,identity,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4881,0.0,0.0,NO,NO,1,lbfgs,identity,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5466,0.0645,0.675,YES,YES,1,lbfgs,identity,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4453,0.0422,0.3125,NO,YES,1,lbfgs,identity,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5,0.0,0.0,YES,NO,2,lbfgs,identity,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4996,0.0,0.0,NO,NO,2,lbfgs,identity,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5017,0.0649,0.5761,YES,YES,2,lbfgs,identity,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5075,0.066,0.6304,NO,YES,2,lbfgs,identity,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5,0.0,0.0,YES,NO,3,lbfgs,identity,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4978,0.0526,0.0093,NO,NO,3,lbfgs,identity,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5168,0.0791,0.6075,YES,YES,3,lbfgs,identity,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4961,0.0738,0.4486,NO,YES,3,lbfgs,identity,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5,0.0,0.0,YES,NO,4,lbfgs,identity,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4952,0.037,0.01,NO,NO,4,lbfgs,identity,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5156,0.0737,0.61,YES,YES,4,lbfgs,identity,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4908,0.0679,0.51,NO,YES,4,lbfgs,identity,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5,0.0,0.0,YES,NO,1,lbfgs,logistic,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.49,0.0,0.0,NO,NO,1,lbfgs,logistic,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5294,0.0608,0.7125,YES,YES,1,lbfgs,logistic,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4504,0.0436,0.325,NO,YES,1,lbfgs,logistic,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5,0.0,0.0,YES,NO,2,lbfgs,logistic,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4996,0.0,0.0,NO,NO,2,lbfgs,logistic,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4756,0.0591,0.5,YES,YES,2,lbfgs,logistic,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5049,0.0655,0.6087,NO,YES,2,lbfgs,logistic,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5,0.0,0.0,YES,NO,3,lbfgs,logistic,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4955,0.0,0.0,NO,NO,3,lbfgs,logistic,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5087,0.0771,0.5981,YES,YES,3,lbfgs,logistic,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4972,0.0742,0.4486,NO,YES,3,lbfgs,logistic,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5,0.0,0.0,YES,NO,4,lbfgs,logistic,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4952,0.037,0.01,NO,NO,4,lbfgs,logistic,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4967,0.0695,0.65,YES,YES,4,lbfgs,logistic,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4887,0.0674,0.52,NO,YES,4,lbfgs,logistic,10,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5,0.0,0.0,YES,NO,1,lbfgs,logistic,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.49,0.0,0.0,NO,NO,1,lbfgs,logistic,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5308,0.0611,0.7125,YES,YES,1,lbfgs,logistic,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4381,0.0413,0.325,NO,YES,1,lbfgs,logistic,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5,0.0,0.0,YES,NO,2,lbfgs,logistic,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4996,0.0,0.0,NO,NO,2,lbfgs,logistic,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4756,0.0591,0.5,YES,YES,2,lbfgs,logistic,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5135,0.0674,0.587,NO,YES,2,lbfgs,logistic,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5,0.0,0.0,YES,NO,3,lbfgs,logistic,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4943,0.0,0.0,NO,NO,3,lbfgs,logistic,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5079,0.0769,0.5981,YES,YES,3,lbfgs,logistic,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4941,0.0731,0.4112,NO,YES,3,lbfgs,logistic,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.5,0.0,0.0,YES,NO,4,lbfgs,logistic,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4959,0.04,0.01,NO,NO,4,lbfgs,logistic,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4963,0.0694,0.65,YES,YES,4,lbfgs,logistic,50,0.1,NaN,NaN,NaN
0,MLP_Classifier,0.4867,0.0655,0.35,NO,YES,4,lbfgs,logistic,50,0.1,NaN,NaN,NaN
