;00_type_model;0_auc;0_precision;0_recall;1_normalisation;1_SMOT;1_fold;2_solver;3_activation;3_hiddenlayer;3_alpha;4_beta1ADAM;4_beta2ADAM;4_epsilonADAM
0;MLP_Classifier;0.5879;0.0803;0.5854;NO;NO;4;lbfgs;logistic;1z;0z1;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.583;0.1146;0.375;YES;YES;2;ADAM;relu;5z;0z1;0z5;0z999;0z00000001
0;MLP_Classifier;0.5804;0.0766;0.6098;NO;YES;4;lbfgs;logistic;5z;0z0001;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5778;0.1007;0.4375;YES;YES;2;ADAM;logistic;5z;0z1;0z5;0z555;0z0000000001
0;MLP_Classifier;0.5772;0.1058;0.3958;YES;YES;2;ADAM;identity;1z;0z1;0z9;0z555;0z00000001
0;MLP_Classifier;0.5761;0.1034;0.4062;YES;YES;2;ADAM;identity;5z;0z1;0z5;0z999;0z0000000001
0;MLP_Classifier;0.576;0.102;0.4167;YES;YES;2;ADAM;logistic;1z;0z1;0z5;0z555;0z0000000001
0;MLP_Classifier;0.5743;0.1068;0.375;YES;YES;2;ADAM;relu;1z;0z0001;0z9;0z555;0z00000001
0;MLP_Classifier;0.5739;0.1033;0.3958;YES;YES;2;ADAM;identity;1z;0z1;0z9;0z999;0z00001
0;MLP_Classifier;0.5739;0.1033;0.3958;YES;YES;2;ADAM;identity;5z;0z1;0z9;0z999;0z0000000001
0;MLP_Classifier;0.5735;0.103;0.3958;YES;YES;2;ADAM;identity;1z;0z1;0z5;0z999;0z00000001
0;MLP_Classifier;0.5726;0.0998;0.4167;YES;YES;2;ADAM;logistic;5z;0z1;0z5;0z555;0z00001
0;MLP_Classifier;0.5726;0.109;0.3542;YES;YES;2;ADAM;relu;5z;0z1;0z9;0z999;0z0000000001
0;MLP_Classifier;0.5724;0.1022;0.3958;YES;YES;2;ADAM;identity;5z;0z1;0z5;0z999;0z00000001
0;MLP_Classifier;0.5723;0.1008;0.4062;YES;YES;2;ADAM;identity;5z;0z1;0z5;0z999;0z00001
0;MLP_Classifier;0.5702;0.1034;0.375;YES;YES;2;ADAM;relu;5z;0z001;0z5;0z555;0z00000001
0;MLP_Classifier;0.5699;0.1066;0.3542;YES;YES;2;ADAM;relu;1z;0z1;0z5;0z999;0z00001
0;MLP_Classifier;0.5696;0.0978;0.4167;YES;YES;2;ADAM;logistic;1z;0z1;0z5;0z555;0z00000001
0;MLP_Classifier;0.5691;0.1026;0.375;YES;YES;2;ADAM;identity;1z;0z1;0z9;0z999;0z0000000001
0;MLP_Classifier;0.5688;0.1039;0.3646;YES;YES;2;ADAM;relu;1z;0z1;0z5;0z999;0z00000001
0;MLP_Classifier;0.5686;0.1008;0.3854;YES;YES;2;ADAM;identity;5z;0z0001;0z9;0z999;0z0000000001
0;MLP_Classifier;0.5685;0.1215;0.3514;YES;YES;3;ADAM;relu;1z;0z001;0z5;0z555;0z00001
0;MLP_Classifier;0.5679;0.1003;0.3854;YES;YES;2;ADAM;identity;5z;0z001;0z9;0z999;0z00001
0;MLP_Classifier;0.5679;0.1003;0.3854;YES;YES;2;lbfgs;identity;1z;0z1;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5675;0.0987;0.3958;YES;YES;2;ADAM;logistic;5z;0z1;0z5;0z999;0z0000000001
0;MLP_Classifier;0.5673;0.0839;0.6354;NO;YES;2;lbfgs;relu;5z;0z0001;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5671;0.0997;0.3854;YES;YES;2;lbfgs;identity;5z;0z1;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5668;0.0995;0.3854;YES;YES;2;ADAM;identity;1z;0z001;0z9;0z999;0z00000001
0;MLP_Classifier;0.5667;0.0982;0.3958;YES;YES;2;ADAM;logistic;1z;0z1;0z5;0z555;0z00001
0;MLP_Classifier;0.5666;0.1037;0.3542;YES;YES;2;ADAM;relu;1z;0z001;0z9;0z555;0z00001
0;MLP_Classifier;0.5666;0.1054;0.3438;YES;YES;2;ADAM;logistic;5z;0z0001;0z9;0z999;0z0000000001
0;MLP_Classifier;0.5661;0.1003;0.375;YES;YES;2;ADAM;identity;1z;0z1;0z9;0z999;0z00000001
0;MLP_Classifier;0.5659;0.1048;0.3438;YES;YES;2;ADAM;logistic;5z;0z001;0z5;0z999;0z00000001
0;MLP_Classifier;0.5659;0.1067;0.3333;YES;YES;2;ADAM;relu;5z;0z1;0z9;0z999;0z00001
0;MLP_Classifier;0.5653;0.0997;0.375;YES;YES;2;ADAM;identity;1z;0z1;0z5;0z999;0z00001
0;MLP_Classifier;0.5646;0.0992;0.375;YES;YES;2;ADAM;logistic;5z;0z1;0z9;0z555;0z00001
0;MLP_Classifier;0.5645;0.0979;0.3854;YES;YES;2;ADAM;identity;5z;0z001;0z5;0z999;0z0000000001
0;MLP_Classifier;0.5644;0.1034;0.3438;YES;YES;2;ADAM;relu;1z;0z001;0z9;0z999;0z00001
0;MLP_Classifier;0.5642;0.0989;0.375;YES;YES;2;ADAM;identity;1z;0z0001;0z9;0z999;0z0000000001
0;MLP_Classifier;0.5639;0.1;0.3646;YES;YES;2;ADAM;identity;1z;0z1;0z5;0z999;0z0000000001
0;MLP_Classifier;0.5638;0.0986;0.375;YES;YES;2;ADAM;identity;5z;0z1;0z9;0z555;0z00001
0;MLP_Classifier;0.5638;0.0986;0.375;YES;YES;2;ADAM;logistic;5z;0z1;0z9;0z999;0z00001
0;MLP_Classifier;0.5635;0.1012;0.3542;YES;YES;2;ADAM;relu;5z;0z0001;0z5;0z555;0z00000001
0;MLP_Classifier;0.5635;0.0997;0.3646;YES;YES;2;ADAM;logistic;5z;0z1;0z5;0z999;0z00001
0;MLP_Classifier;0.5632;0.0708;0.6341;NO;YES;4;lbfgs;logistic;5z;0z1;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5631;0.0981;0.375;YES;YES;2;ADAM;identity;1z;0z001;0z5;0z999;0z0000000001
0;MLP_Classifier;0.5631;0.0981;0.375;YES;YES;2;ADAM;identity;1z;0z0001;0z9;0z999;0z00000001
0;MLP_Classifier;0.5631;0.0981;0.375;YES;YES;2;ADAM;logistic;5z;0z1;0z9;0z999;0z0000000001
0;MLP_Classifier;0.5631;0.0981;0.375;YES;YES;2;lbfgs;identity;1z;0z001;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5629;0.1039;0.3333;YES;YES;2;ADAM;relu;5z;0z001;0z9;0z999;0z00001
0;MLP_Classifier;0.5627;0.0992;0.3646;YES;YES;2;ADAM;logistic;5z;0z1;0z9;0z999;0z00000001
0;MLP_Classifier;0.5627;0.0978;0.375;YES;YES;2;lbfgs;identity;5z;0z0001;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5627;0.0978;0.375;YES;YES;2;lbfgs;identity;5z;0z001;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5622;0.1204;0.3243;YES;YES;3;ADAM;logistic;1z;0z0001;0z9;0z999;0z00001
0;MLP_Classifier;0.5621;0.1015;0.3438;YES;YES;2;ADAM;relu;1z;0z001;0z5;0z999;0z00000001
0;MLP_Classifier;0.562;0.0986;0.3646;YES;YES;2;ADAM;identity;5z;0z1;0z9;0z999;0z00000001
0;MLP_Classifier;0.5619;0.0973;0.375;YES;YES;2;ADAM;logistic;1z;0z1;0z5;0z999;0z00000001
0;MLP_Classifier;0.5619;0.0973;0.375;YES;YES;2;ADAM;logistic;1z;0z1;0z9;0z999;0z00000001
0;MLP_Classifier;0.5618;0.1029;0.3333;YES;YES;2;ADAM;relu;5z;0z001;0z9;0z999;0z0000000001
0;MLP_Classifier;0.5617;0.0997;0.3542;YES;YES;2;ADAM;relu;5z;0z1;0z5;0z555;0z0000000001
0;MLP_Classifier;0.5616;0.0983;0.3646;YES;YES;2;ADAM;identity;1z;0z001;0z9;0z999;0z0000000001
0;MLP_Classifier;0.5614;0.1026;0.3333;YES;YES;2;ADAM;logistic;5z;0z0001;0z9;0z999;0z00000001
0;MLP_Classifier;0.5613;0.0994;0.3542;YES;YES;2;ADAM;identity;5z;0z1;0z9;0z999;0z00001
0;MLP_Classifier;0.5612;0.0968;0.375;YES;YES;2;ADAM;identity;1z;0z0001;0z5;0z999;0z00000001
0;MLP_Classifier;0.5612;0.0968;0.375;YES;YES;2;ADAM;identity;1z;0z0001;0z5;0z999;0z0000000001
0;MLP_Classifier;0.5612;0.0968;0.375;YES;YES;2;ADAM;logistic;1z;0z1;0z9;0z999;0z0000000001
0;MLP_Classifier;0.5612;0.098;0.3646;YES;YES;2;ADAM;logistic;5z;0z1;0z9;0z555;0z00000001
0;MLP_Classifier;0.5609;0.1159;0.3423;YES;YES;3;ADAM;relu;5z;0z1;0z9;0z555;0z0000000001
0;MLP_Classifier;0.5609;0.0991;0.3542;YES;YES;2;lbfgs;relu;1z;0z0001;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5608;0.0965;0.375;YES;YES;2;ADAM;logistic;1z;0z1;0z9;0z555;0z00000001
0;MLP_Classifier;0.5608;0.0965;0.375;YES;YES;2;ADAM;logistic;1z;0z1;0z9;0z999;0z00001
0;MLP_Classifier;0.5607;0.1019;0.3333;YES;YES;2;ADAM;logistic;5z;0z0001;0z9;0z555;0z00001
0;MLP_Classifier;0.5605;0.0988;0.3542;YES;YES;2;ADAM;relu;5z;0z1;0z5;0z555;0z00000001
0;MLP_Classifier;0.5603;0.1184;0.3243;YES;YES;3;ADAM;relu;1z;0z001;0z5;0z999;0z0000000001
0;MLP_Classifier;0.56;0.0949;0.3854;YES;YES;2;ADAM;logistic;5z;0z1;0z5;0z555;0z00000001
0;MLP_Classifier;0.5598;0.1164;0.3333;YES;YES;3;ADAM;relu;1z;0z0001;0z5;0z555;0z00001
0;MLP_Classifier;0.5598;0.0997;0.3438;YES;YES;2;ADAM;relu;5z;0z001;0z5;0z555;0z00001
0;MLP_Classifier;0.5598;0.0997;0.3438;YES;YES;2;ADAM;relu;1z;0z1;0z9;0z555;0z00001
0;MLP_Classifier;0.5597;0.097;0.3646;YES;YES;2;ADAM;identity;1z;0z001;0z9;0z999;0z00001
0;MLP_Classifier;0.5597;0.0957;0.375;YES;YES;2;ADAM;logistic;1z;0z1;0z9;0z555;0z0000000001
0;MLP_Classifier;0.5596;0.1026;0.3229;YES;YES;2;ADAM;relu;5z;0z1;0z9;0z555;0z00001
0;MLP_Classifier;0.5595;0.0994;0.3438;YES;YES;2;ADAM;relu;1z;0z1;0z9;0z555;0z0000000001
0;MLP_Classifier;0.5594;0.0967;0.3646;YES;YES;2;ADAM;logistic;1z;0z1;0z5;0z999;0z00001
0;MLP_Classifier;0.5594;0.0967;0.3646;YES;YES;2;ADAM;identity;1z;0z0001;0z9;0z999;0z00001
0;MLP_Classifier;0.5594;0.0967;0.3646;YES;YES;2;ADAM;identity;1z;0z1;0z9;0z555;0z0000000001
0;MLP_Classifier;0.5593;0.1042;0.3125;YES;YES;2;ADAM;relu;5z;0z0001;0z5;0z999;0z00001
0;MLP_Classifier;0.5591;0.0991;0.3438;YES;YES;2;lbfgs;logistic;5z;0z001;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5587;0.1169;0.3243;YES;YES;3;ADAM;relu;1z;0z001;0z5;0z999;0z00001
0;MLP_Classifier;0.5587;0.0974;0.3542;YES;YES;2;ADAM;relu;5z;0z001;0z5;0z555;0z0000000001
0;MLP_Classifier;0.5587;0.0986;0.5135;NO;NO;3;lbfgs;logistic;5z;0z1;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5586;0.2239;0.1562;YES;NO;2;lbfgs;logistic;1z;0z1;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5582;0.0959;0.3646;YES;YES;2;ADAM;logistic;1z;0z1;0z5;0z999;0z0000000001
0;MLP_Classifier;0.5581;0.095;0.5946;NO;YES;3;lbfgs;relu;5z;0z1;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5579;0.0956;0.3646;YES;YES;2;lbfgs;identity;1z;0z0001;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5576;0.1158;0.3243;YES;YES;3;ADAM;relu;1z;0z0001;0z5;0z999;0z00001
0;MLP_Classifier;0.5575;0.0954;0.3646;YES;YES;2;ADAM;identity;5z;0z0001;0z5;0z999;0z0000000001
0;MLP_Classifier;0.5575;0.0954;0.3646;YES;YES;2;ADAM;identity;1z;0z001;0z9;0z555;0z0000000001
0;MLP_Classifier;0.5574;0.1114;0.3514;YES;YES;3;ADAM;logistic;1z;0z1;0z9;0z999;0z00001
0;MLP_Classifier;0.5573;0.1006;0.3229;YES;YES;2;ADAM;logistic;5z;0z0001;0z5;0z999;0z00001
0;MLP_Classifier;0.5573;0.1006;0.3229;YES;YES;2;ADAM;relu;5z;0z001;0z9;0z555;0z00000001
0;MLP_Classifier;0.5573;0.1171;0.3153;YES;YES;3;ADAM;relu;5z;0z1;0z9;0z999;0z0000000001
0;MLP_Classifier;0.5571;0.0951;0.3646;YES;YES;2;ADAM;identity;1z;0z0001;0z9;0z555;0z0000000001
0;MLP_Classifier;0.5571;0.0951;0.3646;YES;YES;2;ADAM;identity;5z;0z001;0z9;0z999;0z00000001
0;MLP_Classifier;0.5569;0.1088;0.3694;YES;YES;3;ADAM;identity;5z;0z1;0z5;0z999;0z00000001
0;MLP_Classifier;0.5569;0.0988;0.3333;YES;YES;2;ADAM;logistic;1z;0z001;0z5;0z999;0z00001
0;MLP_Classifier;0.5569;0.0988;0.3333;YES;YES;2;ADAM;relu;1z;0z0001;0z9;0z999;0z0000000001
0;MLP_Classifier;0.5569;0.0698;0.6098;NO;YES;4;lbfgs;relu;5z;0z001;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5568;0.0973;0.3438;YES;YES;2;ADAM;relu;1z;0z001;0z5;0z999;0z00001
0;MLP_Classifier;0.5568;0.096;0.3542;YES;YES;2;ADAM;identity;5z;0z001;0z5;0z999;0z00001
0;MLP_Classifier;0.5566;0.1;0.3229;YES;YES;2;ADAM;logistic;5z;0z0001;0z9;0z999;0z00001
0;MLP_Classifier;0.5565;0.0971;0.3438;YES;YES;2;ADAM;relu;1z;0z0001;0z5;0z555;0z00000001
0;MLP_Classifier;0.5565;0.0985;0.3333;YES;YES;2;ADAM;relu;5z;0z1;0z5;0z555;0z00001
0;MLP_Classifier;0.5565;0.0985;0.3333;YES;YES;2;ADAM;logistic;1z;0z0001;0z9;0z999;0z0000000001
0;MLP_Classifier;0.5564;0.1131;0.3333;YES;YES;3;ADAM;relu;5z;0z0001;0z5;0z555;0z00000001
0;MLP_Classifier;0.556;0.0861;0.382;YES;YES;1;ADAM;identity;5z;0z0001;0z5;0z555;0z00000001
0;MLP_Classifier;0.556;0.0955;0.3542;YES;YES;2;ADAM;identity;5z;0z0001;0z9;0z999;0z00000001
0;MLP_Classifier;0.5558;0.0994;0.3229;YES;YES;2;ADAM;relu;5z;0z1;0z5;0z999;0z0000000001
0;MLP_Classifier;0.5558;0.0979;0.3333;YES;YES;2;ADAM;relu;1z;0z0001;0z9;0z999;0z00001
0;MLP_Classifier;0.5557;0.1139;0.3243;YES;YES;3;ADAM;relu;5z;0z0001;0z5;0z555;0z0000000001
0;MLP_Classifier;0.5556;0.1125;0.3333;YES;YES;3;ADAM;relu;1z;0z0001;0z9;0z555;0z00001
0;MLP_Classifier;0.5556;0.0941;0.3646;YES;YES;2;ADAM;logistic;1z;0z1;0z9;0z555;0z00001
0;MLP_Classifier;0.5552;0.0938;0.3646;YES;YES;2;ADAM;identity;1z;0z001;0z9;0z555;0z00001
0;MLP_Classifier;0.5552;0.0938;0.3646;YES;YES;2;ADAM;identity;5z;0z001;0z9;0z555;0z00000001
0;MLP_Classifier;0.5551;0.0987;0.3229;YES;YES;2;ADAM;relu;5z;0z001;0z5;0z999;0z00000001
0;MLP_Classifier;0.5551;0.0987;0.3229;YES;YES;2;ADAM;relu;5z;0z1;0z9;0z555;0z00000001
0;MLP_Classifier;0.5551;0.0987;0.3229;YES;YES;2;ADAM;logistic;5z;0z001;0z9;0z999;0z00000001
0;MLP_Classifier;0.555;0.1148;0.3153;YES;YES;3;ADAM;logistic;5z;0z001;0z5;0z999;0z00000001
0;MLP_Classifier;0.555;0.0973;0.3333;YES;YES;2;ADAM;relu;5z;0z1;0z9;0z555;0z0000000001
0;MLP_Classifier;0.5549;0.1132;0.3243;YES;YES;3;ADAM;relu;1z;0z0001;0z9;0z999;0z00000001
0;MLP_Classifier;0.5546;0.097;0.3333;YES;YES;2;ADAM;relu;1z;0z0001;0z5;0z555;0z00001
0;MLP_Classifier;0.5545;0.0944;0.3542;YES;YES;2;ADAM;identity;1z;0z001;0z5;0z999;0z00001
0;MLP_Classifier;0.5545;0.0944;0.3542;YES;YES;2;ADAM;identity;5z;0z001;0z9;0z999;0z0000000001
0;MLP_Classifier;0.5544;0.1101;0.3423;YES;YES;3;ADAM;logistic;1z;0z1;0z5;0z999;0z00000001
0;MLP_Classifier;0.5543;0.0967;0.3333;YES;YES;2;ADAM;relu;1z;0z0001;0z5;0z555;0z0000000001
0;MLP_Classifier;0.5542;0.1125;0.3243;YES;YES;3;ADAM;relu;1z;0z001;0z5;0z555;0z0000000001
0;MLP_Classifier;0.5542;0.0942;0.3542;YES;YES;2;ADAM;identity;1z;0z001;0z5;0z999;0z00000001
0;MLP_Classifier;0.5542;0.0942;0.3542;YES;YES;2;ADAM;logistic;5z;0z1;0z9;0z555;0z0000000001
0;MLP_Classifier;0.5541;0.0931;0.3646;YES;YES;2;ADAM;identity;5z;0z001;0z9;0z555;0z00001
0;MLP_Classifier;0.554;0.0993;0.3125;YES;YES;2;ADAM;relu;5z;0z001;0z9;0z555;0z00001
0;MLP_Classifier;0.5539;0.0978;0.3229;YES;YES;2;ADAM;logistic;5z;0z001;0z5;0z999;0z0000000001
0;MLP_Classifier;0.5538;0.0857;0.3708;YES;YES;1;ADAM;identity;1z;0z001;0z5;0z555;0z00001
0;MLP_Classifier;0.5537;0.1095;0.3423;YES;YES;3;ADAM;logistic;1z;0z1;0z9;0z999;0z0000000001
0;MLP_Classifier;0.5536;0.099;0.3125;YES;YES;2;ADAM;relu;5z;0z001;0z5;0z999;0z00001
0;MLP_Classifier;0.5536;0.099;0.3125;YES;YES;2;ADAM;logistic;5z;0z0001;0z5;0z999;0z0000000001
0;MLP_Classifier;0.5535;0.0822;0.5521;NO;NO;2;lbfgs;logistic;5z;0z1;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5534;0.0679;0.6585;NO;YES;4;lbfgs;identity;1z;0z001;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5532;0.0987;0.3125;YES;YES;2;ADAM;relu;5z;0z1;0z5;0z999;0z00001
0;MLP_Classifier;0.5532;0.108;0.3514;YES;YES;3;ADAM;logistic;1z;0z1;0z9;0z999;0z00000001
0;MLP_Classifier;0.5531;0.0958;0.3333;YES;YES;2;ADAM;relu;1z;0z001;0z5;0z555;0z00000001
0;MLP_Classifier;0.5531;0.0958;0.3333;YES;YES;2;ADAM;relu;5z;0z0001;0z5;0z555;0z00001
0;MLP_Classifier;0.553;0.1115;0.3243;YES;YES;3;ADAM;relu;1z;0z0001;0z5;0z555;0z0000000001
0;MLP_Classifier;0.553;0.0934;0.3542;YES;YES;2;ADAM;identity;5z;0z0001;0z5;0z999;0z00000001
0;MLP_Classifier;0.553;0.0934;0.3542;YES;YES;2;ADAM;identity;5z;0z0001;0z5;0z999;0z00001
0;MLP_Classifier;0.5529;0.0984;0.3125;YES;YES;2;ADAM;relu;5z;0z0001;0z5;0z999;0z00000001
0;MLP_Classifier;0.5529;0.0984;0.3125;YES;YES;2;ADAM;logistic;1z;0z0001;0z9;0z999;0z00001
0;MLP_Classifier;0.5527;0.1125;0.3153;YES;YES;3;ADAM;relu;1z;0z1;0z5;0z999;0z0000000001
0;MLP_Classifier;0.5525;0.1074;0.3514;YES;YES;3;ADAM;identity;1z;0z1;0z5;0z999;0z00001
0;MLP_Classifier;0.5524;0.0952;0.3333;YES;YES;2;ADAM;relu;1z;0z1;0z9;0z999;0z0000000001
0;MLP_Classifier;0.5523;0.0929;0.3542;YES;YES;2;ADAM;identity;5z;0z0001;0z9;0z555;0z0000000001
0;MLP_Classifier;0.5522;0.1083;0.3423;YES;YES;3;ADAM;logistic;1z;0z1;0z9;0z555;0z00001
0;MLP_Classifier;0.552;0.1118;0.3153;YES;YES;3;ADAM;relu;1z;0z1;0z9;0z999;0z00000001
0;MLP_Classifier;0.5519;0.0926;0.3542;YES;YES;2;ADAM;identity;1z;0z0001;0z9;0z555;0z00001
0;MLP_Classifier;0.5518;0.108;0.3423;YES;YES;3;ADAM;identity;5z;0z001;0z9;0z999;0z00001
0;MLP_Classifier;0.5516;0.0714;0.5;NO;NO;4;lbfgs;logistic;1z;0z0001;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5515;0.0844;0.3708;YES;YES;1;ADAM;identity;5z;0z0001;0z5;0z555;0z00001
0;MLP_Classifier;0.5515;0.0675;0.6585;NO;YES;4;lbfgs;identity;5z;0z0001;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5512;0.1111;0.3153;YES;YES;3;ADAM;logistic;5z;0z001;0z5;0z999;0z00001
0;MLP_Classifier;0.5511;0.1085;0.3333;YES;YES;3;ADAM;identity;5z;0z1;0z5;0z999;0z0000000001
0;MLP_Classifier;0.551;0.1021;0.3964;YES;YES;3;ADAM;logistic;5z;0z1;0z5;0z999;0z0000000001
0;MLP_Classifier;0.551;0.1073;0.3423;YES;YES;3;ADAM;identity;5z;0z1;0z9;0z999;0z0000000001
0;MLP_Classifier;0.5508;0.1094;0.3243;YES;YES;3;ADAM;relu;1z;0z1;0z5;0z999;0z00001
0;MLP_Classifier;0.5508;0.093;0.3438;YES;YES;2;ADAM;identity;1z;0z0001;0z5;0z999;0z00001
0;MLP_Classifier;0.5508;0.093;0.3438;YES;YES;2;ADAM;logistic;5z;0z1;0z5;0z999;0z00000001
0;MLP_Classifier;0.5508;0.0919;0.3542;YES;YES;2;ADAM;identity;5z;0z0001;0z9;0z555;0z00001
0;MLP_Classifier;0.5507;0.087;0.3371;YES;YES;1;ADAM;relu;1z;0z0001;0z5;0z555;0z0000000001
0;MLP_Classifier;0.5506;0.107;0.3423;YES;YES;3;ADAM;logistic;1z;0z1;0z5;0z999;0z00001
0;MLP_Classifier;0.5506;0.0965;0.3125;YES;YES;2;ADAM;relu;5z;0z0001;0z9;0z555;0z00000001
0;MLP_Classifier;0.5506;0.1151;0.2883;YES;YES;3;ADAM;relu;5z;0z0001;0z9;0z999;0z00001
0;MLP_Classifier;0.5505;0.1118;0.3063;YES;YES;3;ADAM;logistic;5z;0z001;0z5;0z999;0z0000000001
0;MLP_Classifier;0.5505;0.1134;0.2973;YES;YES;3;ADAM;relu;5z;0z0001;0z9;0z555;0z00000001
0;MLP_Classifier;0.5504;0.1091;0.3243;YES;YES;3;ADAM;relu;1z;0z1;0z5;0z555;0z00000001
0;MLP_Classifier;0.5504;0.0927;0.3438;YES;YES;2;ADAM;identity;5z;0z0001;0z9;0z555;0z00000001
0;MLP_Classifier;0.5504;0.0927;0.3438;YES;YES;2;ADAM;identity;5z;0z1;0z9;0z555;0z00000001
0;MLP_Classifier;0.5503;0.1067;0.3423;YES;YES;3;ADAM;logistic;1z;0z1;0z5;0z999;0z0000000001
0;MLP_Classifier;0.5503;0.1067;0.3423;YES;YES;3;ADAM;identity;5z;0z1;0z9;0z555;0z00001
0;MLP_Classifier;0.5503;0.1685;0.1562;YES;NO;2;lbfgs;logistic;1z;0z0001;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5502;0.0948;0.3229;YES;YES;2;ADAM;relu;1z;0z0001;0z5;0z999;0z00000001
0;MLP_Classifier;0.5502;0.113;0.2973;YES;YES;3;ADAM;relu;5z;0z001;0z9;0z555;0z00000001
0;MLP_Classifier;0.5502;0.1057;0.3514;YES;YES;3;ADAM;identity;1z;0z1;0z9;0z999;0z0000000001
0;MLP_Classifier;0.5501;0.1115;0.3063;YES;YES;3;ADAM;relu;1z;0z0001;0z5;0z999;0z00000001
0;MLP_Classifier;0.55;0.0835;0.3708;YES;YES;1;ADAM;identity;1z;0z0001;0z5;0z555;0z0000000001
0;MLP_Classifier;0.5499;0.0958;0.3125;YES;YES;2;ADAM;relu;5z;0z001;0z5;0z999;0z0000000001
0;MLP_Classifier;0.5499;0.1076;0.3333;YES;YES;3;ADAM;identity;5z;0z001;0z5;0z999;0z0000000001
0;MLP_Classifier;0.5499;0.0958;0.3125;YES;YES;2;ADAM;logistic;1z;0z0001;0z5;0z999;0z0000000001
0;MLP_Classifier;0.5499;0.0958;0.3125;YES;YES;2;ADAM;relu;5z;0z0001;0z9;0z555;0z0000000001
0;MLP_Classifier;0.5498;0.0818;0.3171;YES;YES;4;lbfgs;logistic;1z;0z0001;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5497;0.0933;0.3333;YES;YES;2;ADAM;logistic;1z;0z0001;0z5;0z555;0z00000001
0;MLP_Classifier;0.5497;0.0933;0.3333;YES;YES;2;ADAM;logistic;1z;0z001;0z9;0z555;0z0000000001
0;MLP_Classifier;0.5497;0.1111;0.3063;YES;YES;3;lbfgs;relu;1z;0z1;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5496;0.0912;0.3542;YES;YES;2;ADAM;identity;1z;0z0001;0z9;0z555;0z00000001
0;MLP_Classifier;0.5495;0.1061;0.3423;YES;YES;3;ADAM;logistic;1z;0z1;0z5;0z555;0z0000000001
0;MLP_Classifier;0.5495;0.1061;0.3423;YES;YES;3;ADAM;identity;1z;0z1;0z9;0z999;0z00001
0;MLP_Classifier;0.5495;0.0955;0.3125;YES;YES;2;ADAM;logistic;5z;0z001;0z9;0z999;0z00001
0;MLP_Classifier;0.5495;0.1061;0.3423;YES;YES;3;lbfgs;identity;1z;0z1;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5495;0.1061;0.3423;YES;YES;3;lbfgs;identity;5z;0z0001;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5494;0.1107;0.3063;YES;YES;3;ADAM;relu;5z;0z1;0z5;0z999;0z00001
0;MLP_Classifier;0.5494;0.0919;0.5946;NO;YES;3;lbfgs;logistic;5z;0z1;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.5492;0.0967;0.3021;YES;YES;2;ADAM;relu;5z;0z0001;0z9;0z999;0z00001
0;MLP_Classifier;0.5492;0.1069;0.3333;YES;YES;3;ADAM;identity;5z;0z1;0z9;0z999;0z00001
0;MLP_Classifier;0.5491;0.1058;0.3423;YES;YES;3;lbfgs;identity;5z;0z1;NaNzz;NaNzz;NaNzz
0;MLP_Classifier;0.549;0.1039;0.3604;YES;YES;3;ADAM;logistic;5z;0z1;0z5;0z999;0z00000001
0;MLP_Classifier;0.549;0.1104;0.3063;YES;YES;3;ADAM;logistic;5z;0z001;0z9;0z999;0z00001
0;MLP_Classifier;0.5489;0.109;0.3153;YES;YES;3;ADAM;relu;1z;0z001;0z5;0z555;0z00000001
0;MLP_Classifier;0.5489;0.0907;0.3542;YES;YES;2;ADAM;identity;1z;0z1;0z5;0z555;0z00000001
0;MLP_Classifier;0.5487;0.0949;0.3125;YES;YES;2;ADAM;logistic;1z;0z001;0z5;0z999;0z0000000001
0;MLP_Classifier;0.5487;0.1056;0.3423;YES;YES;3;ADAM;logistic;1z;0z1;0z5;0z555;0z00001
0;MLP_Classifier;0.5487;0.0949;0.3125;YES;YES;2;ADAM;relu;5z;0z1;0z9;0z999;0z00000001
